"logFC.X1","logFC.X2","logFC.X3","logCPM","F","PValue","FDR","Symbol","ENSEMBL","celltype"
"ENSMUSG00000036885.hepatocyte",-2.08759611627897,-3.07957156725837,-1.74865882048162,3.79146077957178,11.4272230327548,3.58920963158502e-05,0.00305561834011902,"Arhgef26","ENSMUSG00000036885","hepatocyte"
"ENSMUSG00000026626.neutrophil",-3.23111596215636,-1.5888699129666,-1.77927967595128,2.59394290533369,11.4262853136549,3.59151107490643e-05,0.00305564490921685,"Ppp2r5a","ENSMUSG00000026626","neutrophil"
"ENSMUSG00000021108.neutrophil",-4.06630110808197,-5.19137207393065,-3.58716014467793,-1.0899288085523,11.9954388050585,3.59714669652636e-05,0.00305850635985889,"Prkch","ENSMUSG00000021108","neutrophil"
"ENSMUSG00000039286.neutrophil",-4.38647867751127,-3.13008009308831,-3.47654432828564,1.75501479552648,13.4132938374383,3.60497828755845e-05,0.00306323016156703,"Fndc3b","ENSMUSG00000039286","neutrophil"
"ENSMUSG00000026074.neutrophil",-2.98666902024165,-1.56656825622101,-3.38559578593605,1.31947164744587,11.4168358059145,3.61479089769007e-05,0.0030660695239184,"Map4k4","ENSMUSG00000026074","neutrophil"
"ENSMUSG00000074240.kupffer",3.12579078912787,0.219176796032368,3.69298364555278,-2.02834239982883,11.416819949085,3.61483009737626e-05,0.0030660695239184,"Cib3","ENSMUSG00000074240","kupffer"
"ENSMUSG00000078920.kupffer",2.99507621732105,0.245965206133912,1.66484978614986,3.92557777284484,11.4146451897572,3.62021061315249e-05,0.0030660695239184,"Ifi47","ENSMUSG00000078920","kupffer"
"ENSMUSG00000039782.neutrophil",-4.29736767104946,-4.92807773841812,-3.9435850342943,2.5327417088833,15.6793262165909,3.62037945638734e-05,0.0030660695239184,"Cpeb2","ENSMUSG00000039782","neutrophil"
"ENSMUSG00000022285.neutrophil",-3.17851704141564,-2.91003566785889,-2.02534758434248,2.99268374188045,11.8209546657316,3.62105737884619e-05,0.0030660695239184,"Ywhaz","ENSMUSG00000022285","neutrophil"
"ENSMUSG00000044147.stellate",3.13634445834993,3.64311821529691,-0.124537773249787,3.10724298352658,11.9538269348716,3.6219876839061e-05,0.0030660695239184,"Arf6","ENSMUSG00000044147","stellate"
"ENSMUSG00000064353.hepatocyte",3.94667083101647,1.98800793902362,1.63465667133562,-0.162960096906534,11.4122300543043,3.62619583304602e-05,0.00306719402379647,NA,"ENSMUSG00000064353","hepatocyte"
"ENSMUSG00000072235.neutrophil",-3.6270573170308,-3.05624266154143,-2.07952158742308,0.535251018268711,11.4098248042001,3.63216702854469e-05,0.00306719402379647,"Tuba1a","ENSMUSG00000072235","neutrophil"
"ENSMUSG00000051343.monocyte",2.19273037478309,4.12612469871687,1.05407253067359,2.5365041405431,11.409393022484,3.63324006383424e-05,0.00306719402379647,"Rab11fip5","ENSMUSG00000051343","monocyte"
"ENSMUSG00000023505.endothelial",5.21408119620312,4.58975922437746,-0.376039931177201,2.44078222452658,15.6500427981128,3.63326469628998e-05,0.00306719402379647,"Cdca3","ENSMUSG00000023505","endothelial"
"ENSMUSG00000029670.neutrophil",-3.69929260272511,-3.90739652186828,-2.19200591465335,0.514220955595936,11.6632237928852,3.63607294340504e-05,0.00306719402379647,"Ing3","ENSMUSG00000029670","neutrophil"
"ENSMUSG00000069922.stellate",3.15134330127915,1.20699950897819,1.68307808088527,1.3837800950012,11.4078855583666,3.63698896102348e-05,0.00306719402379647,"Ces3a","ENSMUSG00000069922","stellate"
"ENSMUSG00000006728.stellate",1.02664811451457,4.01248167921517,-0.0544125123324113,3.44456574727923,11.4054921453193,3.64294957991831e-05,0.00306846964781829,"Cdk4","ENSMUSG00000006728","stellate"
"ENSMUSG00000000078.neutrophil",-4.13876501463175,-2.57945199341075,-2.65170425125353,4.4394717847755,13.5869743926804,3.65074506248005e-05,0.00306846964781829,"Klf6","ENSMUSG00000000078","neutrophil"
"ENSMUSG00000041084.neutrophil",-3.65662545543052,-1.51218055708209,-2.69670404530245,1.03112670098871,11.4022918767189,3.65093587201552e-05,0.00306846964781829,"Ostc","ENSMUSG00000041084","neutrophil"
"ENSMUSG00000026109.hepatocyte",4.13494766682515,2.90944748120371,2.56744079892436,-2.14321334531369,11.4019884818539,3.65169396290189e-05,0.00306846964781829,"Tmeff2","ENSMUSG00000026109","hepatocyte"
"ENSMUSG00000056394.stellate",1.45388861514391,7.46751024274388,-2.20656162761265,2.11929777713719,18.0618759460475,3.65223452703958e-05,0.00306846964781829,"Lig1","ENSMUSG00000056394","stellate"
"ENSMUSG00000027360.neutrophil",-3.87327924787477,-3.78941690117896,-2.34378538518002,6.18933098877886,14.1732778386701,3.65335604831585e-05,0.00306846964781829,"Hdc","ENSMUSG00000027360","neutrophil"
"ENSMUSG00000020029.neutrophil",-3.44645384343513,-2.3876057449673,-1.65919905811312,3.34678273463591,11.5499757334384,3.65445989884745e-05,0.00306846964781829,"Nudt4","ENSMUSG00000020029","neutrophil"
"ENSMUSG00000035674.stellate",1.96933580947728,3.94967609457327,0.51065029020037,3.93074507619274,11.3980748097232,3.66148807292112e-05,0.00307245416872126,"Ndufa3","ENSMUSG00000035674","stellate"
"ENSMUSG00000036875.stellate",1.07716949125578,7.16331546015526,-0.973053664423462,-1.22387000235163,11.8385312280434,3.6651381657383e-05,0.00307360085081441,"Dna2","ENSMUSG00000036875","stellate"
"ENSMUSG00000027366.neutrophil",-3.4594310253506,-2.56462746492879,-2.16481751624901,1.64288579194417,11.3949097722063,3.66942915460793e-05,0.0030739351502893,"Sppl2a","ENSMUSG00000027366","neutrophil"
"ENSMUSG00000039899.neutrophil",-3.27968057096921,-4.30707006436398,-0.918820125938826,4.19537091903969,13.4936799700948,3.67322351988531e-05,0.0030739351502893,"Fgl2","ENSMUSG00000039899","neutrophil"
"ENSMUSG00000003810.stellate",1.29693369692117,4.6025212712129,0.0138310982449736,1.58342111736937,11.392848988839,3.67460951844576e-05,0.0030739351502893,"Mast2","ENSMUSG00000003810","stellate"
"ENSMUSG00000027330.hepatocyte",2.22273782135934,7.23611820874454,0.578286809299899,-0.887783083132754,11.3920074422341,3.67672722363845e-05,0.0030739351502893,"Cdc25b","ENSMUSG00000027330","hepatocyte"
"ENSMUSG00000001517.hepatocyte",2.51881985578376,12.6010871094998,2.17787802188277,0.715403881370608,15.0085017952349,3.67695592139869e-05,0.0030739351502893,"Foxm1","ENSMUSG00000001517","hepatocyte"
"ENSMUSG00000054072.cholangiocyte",-2.35824094428398,-3.16179687204348,0.123111060974156,3.06702123348069,11.3897150294935,3.68250254735567e-05,0.00307479782356841,"Iigp1","ENSMUSG00000054072","cholangiocyte"
"ENSMUSG00000055024.neutrophil",-3.41989455196869,-2.78864271147392,-1.91633642819883,1.96076951207356,11.3888811353187,3.6846057899972e-05,0.00307479782356841,"Ep300","ENSMUSG00000055024","neutrophil"
"ENSMUSG00000030282.neutrophil",-4.6153511854246,-3.22673368372748,-3.81895409213109,0.136048433424992,12.2147952394359,3.68484122070184e-05,0.00307479782356841,"Cmas","ENSMUSG00000030282","neutrophil"
"ENSMUSG00000051278.stellate",1.03137576449643,6.40202060634031,-0.23953442789587,-0.404147265098474,11.4706720222838,3.69165267136519e-05,0.00307688507108877,"Zgrf1","ENSMUSG00000051278","stellate"
"ENSMUSG00000068523.neutrophil",-3.18357579249645,-1.83520434480239,-2.10102736305236,4.57107709171192,11.4968132142834,3.69191461099019e-05,0.00307688507108877,"Gng5","ENSMUSG00000068523","neutrophil"
"ENSMUSG00000039304.neutrophil",-4.50491957695582,-4.29346256228279,-3.16152557389229,-2.4330080628029,11.3830499994423,3.69934883801545e-05,0.00307936413659719,"Tnfsf10","ENSMUSG00000039304","neutrophil"
"ENSMUSG00000015290.stellate",0.596176844725449,3.53869831398868,-0.759796785863405,2.64005693468047,11.3830041837035,3.69946492382958e-05,0.00307936413659719,"Ubl4a","ENSMUSG00000015290","stellate"
"ENSMUSG00000028480.neutrophil",-4.68145091736772,-4.85599408490783,-3.21265054001229,3.125243649494,15.90769518681,3.70394753968388e-05,0.00308118988288808,"Glipr2","ENSMUSG00000028480","neutrophil"
"ENSMUSG00000035811.stellate",3.11840867308524,5.04315900761835,1.45471840098468,-0.548997247210212,11.3771951683736,3.71421501233848e-05,0.00308782263002292,"Ugt2b35","ENSMUSG00000035811","stellate"
"ENSMUSG00000026576.neutrophil",-5.24265642923043,-4.21646042527565,-2.74662067235624,-1.70508273083497,11.375022253638,3.71974849920123e-05,0.00309051400616351,"Atp1b1","ENSMUSG00000026576","neutrophil"
"ENSMUSG00000048280.neutrophil",-4.63020831319198,-2.94864859526565,-2.57035843833903,4.71258789051619,14.5890210769732,3.73214644268474e-05,0.00309771217714795,"Zfp738","ENSMUSG00000048280","neutrophil"
"ENSMUSG00000045092.stellate",4.30847074218462,4.94744214016286,1.16139362989712,-1.97998122344219,11.369826609563,3.73301520946683e-05,0.00309771217714795,"S1pr1","ENSMUSG00000045092","stellate"
"ENSMUSG00000028191.neutrophil",-3.74569286974547,-2.18550297805084,-1.85063668869044,2.22853183064186,11.3670790782473,3.74005119572869e-05,0.00310023967783122,"Bcl10","ENSMUSG00000028191","neutrophil"
"ENSMUSG00000002944.kupffer",1.92779701795283,2.25897878906122,1.79766890691749,4.85701117545083,11.3666562454495,3.74113525583295e-05,0.00310023967783122,"Cd36","ENSMUSG00000002944","kupffer"
"ENSMUSG00000047810.neutrophil",-3.22067668969968,-0.755714105732603,-2.30651446579121,1.09331203405695,11.3659404526828,3.74297117037337e-05,0.00310023967783122,"Ccdc88b","ENSMUSG00000047810","neutrophil"
"ENSMUSG00000051517.endothelial",4.34219995078093,2.43599898499799,-0.418839492977271,-0.235877403756902,11.365027269916,3.74531475719006e-05,0.00310027297084104,"Arhgef39","ENSMUSG00000051517","endothelial"
"ENSMUSG00000031971.endothelial",4.0637478088962,2.82482465292635,-0.180078563245972,-0.33741911204172,11.3630632411218,3.75036052496699e-05,0.00310170478015022,"Ccsap","ENSMUSG00000031971","endothelial"
"ENSMUSG00000062190.stellate",1.15217355481681,5.92704694615053,0.558634220979728,-0.0857134416157392,11.3617876404611,3.75364153559598e-05,0.00310170478015022,"Lancl2","ENSMUSG00000062190","stellate"
"ENSMUSG00000019303.endothelial",2.14382517276093,3.91472993232676,-1.04432762999661,0.781004976214316,11.3614102071822,3.75461292891997e-05,0.00310170478015022,"Psmc3ip","ENSMUSG00000019303","endothelial"
"ENSMUSG00000035152.stellate",2.5735134762959,3.63229088442842,0.382297816510425,2.68693166086908,11.3607695888099,3.75626228984877e-05,0.00310170478015022,"Ap2b1","ENSMUSG00000035152","stellate"
"ENSMUSG00000079445.monocyte",2.91827374051092,5.87895721262674,0.144344951495068,-1.0682434234126,11.3596141401035,3.75923910400071e-05,0.00310225963483801,"B3gnt7","ENSMUSG00000079445","monocyte"
"ENSMUSG00000061825.stellate",4.55632474318091,1.68679435759017,1.6194878980138,-2.06612964389345,11.3562107180575,3.76802204018873e-05,0.00310760229486055,"Ces2c","ENSMUSG00000061825","stellate"
"ENSMUSG00000069305.stellate",6.48998534877882,12.3339285260084,-2.27006089869482,-3.01091551725728,11.3540820363522,3.77352646233376e-05,0.00310936518209836,"H4c18","ENSMUSG00000069305","stellate"
"ENSMUSG00000024301.hepatocyte",2.3271886081919,9.66711960733486,1.47347407472455,-1.21538986367073,11.3535977798842,3.7747798653368e-05,0.00310936518209836,"Kifc5b","ENSMUSG00000024301","hepatocyte"
"ENSMUSG00000055202.kupffer",3.98523414596123,-1.92538417121331,1.17204741921572,-0.216703071372577,11.3508471760245,3.78190768027746e-05,0.00310953657748305,"Zfp811","ENSMUSG00000055202","kupffer"
"ENSMUSG00000064365.stellate",6.73280068840574,6.22595477583094,0.949019089347692,-2.29132753733481,11.3494761429332,3.7854658766975e-05,0.00310953657748305,NA,"ENSMUSG00000064365","stellate"
"ENSMUSG00000046008.neutrophil",-14.4259746149288,-4.62442009198286,-3.6493543975903,-4.53889358275552,13.1705406681009,3.78612678274512e-05,0.00310953657748305,"Pnlip","ENSMUSG00000046008","neutrophil"
"ENSMUSG00000054106.stellate",-14.4259746149288,-4.62442009198286,-3.6493543975903,-4.53889358275552,13.1705406681009,3.78612678274512e-05,0.00310953657748305,"Try4","ENSMUSG00000054106","stellate"
"ENSMUSG00000056515.neutrophil",-3.30978737364968,-2.62419889484502,-2.27632123233041,1.98086364162616,11.3486366554167,3.78764633012127e-05,0.00310953657748305,"Rab31","ENSMUSG00000056515","neutrophil"
"ENSMUSG00000039994.stellate",0.259739863076418,5.18136935169111,-0.730522225744983,0.033971137255042,11.3479024415317,3.78955444612049e-05,0.00310953657748305,"Timeless","ENSMUSG00000039994","stellate"
"ENSMUSG00000025358.stellate",1.37392756151435,5.0234755427304,-0.274275097301985,0.542714613750335,11.3472850081089,3.79115985887372e-05,0.00310953657748305,"Cdk2","ENSMUSG00000025358","stellate"
"ENSMUSG00000004151.monocyte",2.13612263335217,5.34901737616796,1.44900360699089,0.987821219159362,11.343107507346,3.80204098643398e-05,0.0031165621718031,"Etv1","ENSMUSG00000004151","monocyte"
"ENSMUSG00000024539.neutrophil",-4.10707716722238,-3.26885466433367,-2.42382142587759,0.323127965958802,11.4358814598782,3.81151977153575e-05,0.00312118161169316,"Ptpn2","ENSMUSG00000024539","neutrophil"
"ENSMUSG00000027323.hepatocyte",1.34263160152862,5.05105891061458,0.555589418650464,1.8996073244206,11.3391750231033,3.81231431069539e-05,0.00312118161169316,"Rad51","ENSMUSG00000027323","hepatocyte"
"ENSMUSG00000006304.neutrophil",-3.59953751018746,-2.45527551604756,-1.98473275813275,4.77625206721642,12.1231962139863,3.8166287564832e-05,0.00312143773532361,"Arpc2","ENSMUSG00000006304","neutrophil"
"ENSMUSG00000001473.neutrophil",-2.46925211097782,-0.175537045900526,-4.39803653106588,-0.71431739580688,11.3372838506032,3.817265381098e-05,0.00312143773532361,"Tubb6","ENSMUSG00000001473","neutrophil"
"ENSMUSG00000036086.endothelial",3.40885119057933,5.01180332781279,0.313483266736474,-0.419260517011044,11.3360116726724,3.82059978183145e-05,0.00312226744526646,"Zranb3","ENSMUSG00000036086","endothelial"
"ENSMUSG00000069049.neutrophil",-3.56667565213212,-3.43020258562204,-2.68421390927474,1.11297563007017,11.7060606615123,3.83292251057771e-05,0.00312938845967993,"Eif2s3y","ENSMUSG00000069049","neutrophil"
"ENSMUSG00000032294.neutrophil",-4.00589560241513,-1.46013287640701,-2.72415775426706,4.61368217898905,12.818407433371,3.83460716807446e-05,0.00312938845967993,"Pkm","ENSMUSG00000032294","neutrophil"
"ENSMUSG00000002897.neutrophil",-3.15106553765024,-3.23649981917538,-1.71101721945185,2.73606724824076,11.6229880035187,3.83628856613264e-05,0.00312938845967993,"Il17ra","ENSMUSG00000002897","neutrophil"
"ENSMUSG00000046179.endothelial",4.02943245775506,2.9623401542679,-0.448211697138262,1.12968413434283,11.7800386028961,3.85503008828487e-05,0.00314150279125814,"E2f8","ENSMUSG00000046179","endothelial"
"ENSMUSG00000086158.neutrophil",-3.63988913973348,-4.42636537770316,-1.30386289229908,-1.79486060596513,11.3206076888408,3.86122094526539e-05,0.00314150279125814,"Ccpg1os","ENSMUSG00000086158","neutrophil"
"ENSMUSG00000032400.stellate",1.76046995633517,6.99571706012676,-0.213252238990039,0.395039449945858,12.8056384777122,3.86169574749851e-05,0.00314150279125814,"Zwilch","ENSMUSG00000032400","stellate"
"ENSMUSG00000001910.stellate",1.80604662078465,4.35615885084218,-0.0509776964639217,1.5206982615086,11.318390656593,3.86710513837169e-05,0.00314150279125814,"Nacc1","ENSMUSG00000001910","stellate"
"ENSMUSG00000027067.stellate",0.845334958206824,3.86491831664439,-0.436171855691604,3.27055126206511,11.3182677967997,3.86743149787462e-05,0.00314150279125814,"Ssrp1","ENSMUSG00000027067","stellate"
"ENSMUSG00000035242.stellate",1.22275662750341,3.83346540231107,0.345460628445209,6.04849238737331,11.3175529690013,3.86933091770946e-05,0.00314150279125814,"Oaz1","ENSMUSG00000035242","stellate"
"ENSMUSG00000060807.cholangiocyte",0.0468413721296702,1.34393146407437,3.74478193266971,-0.988563673553347,12.5853606133865,3.87291654629223e-05,0.00314150279125814,"Serpina6","ENSMUSG00000060807","cholangiocyte"
"ENSMUSG00000053641.neutrophil",-3.17825681130848,-3.40231755470721,-1.75673436569256,4.1231531543062,12.3484335217213,3.87393014590542e-05,0.00314150279125814,"Dennd4a","ENSMUSG00000053641","neutrophil"
"ENSMUSG00000004665.stellate",1.77508197143757,3.13238330889232,-0.14693167116596,4.32930806384668,11.3152804355466,3.87537602988594e-05,0.00314150279125814,"Cnn2","ENSMUSG00000004665","stellate"
"ENSMUSG00000028757.stellate",1.56235873090235,3.34577398701471,-0.15950755018822,4.32766266868956,11.3146468838766,3.87706311769118e-05,0.00314150279125814,"Ddost","ENSMUSG00000028757","stellate"
"ENSMUSG00000032481.stellate",1.57874440164032,4.82068304814095,0.692321457339203,2.00710435492228,11.3133480022642,3.88052436157518e-05,0.00314150279125814,"Smarcc1","ENSMUSG00000032481","stellate"
"ENSMUSG00000039361.neutrophil",-3.64758746787227,-3.48301448921107,-2.20601833857224,4.91715652247324,13.3456271002742,3.88441925389163e-05,0.00314150279125814,"Picalm","ENSMUSG00000039361","neutrophil"
"ENSMUSG00000013584.stellate",-0.454361209040214,9.94789304404443,-0.0425120028787942,-2.66066464359373,11.3109702224042,3.88686916838867e-05,0.00314150279125814,"Aldh1a2","ENSMUSG00000013584","stellate"
"ENSMUSG00000031662.neutrophil",-3.98224604128928,-3.38217287967474,-2.91335954402793,3.57823165329527,13.8431288612825,3.88687296100159e-05,0.00314150279125814,"Snx20","ENSMUSG00000031662","neutrophil"
"ENSMUSG00000031196.neutrophil",-4.58509795339785,-3.64431014272365,-3.36460473362842,-0.116100281631356,12.1878756414403,3.88734703120659e-05,0.00314150279125814,"F8","ENSMUSG00000031196","neutrophil"
"ENSMUSG00000030867.cholangiocyte",4.53714252683006,5.25068018346705,2.08882367043744,-0.820598342079796,11.3193480201209,3.88848379612771e-05,0.00314150279125814,"Plk1","ENSMUSG00000030867","cholangiocyte"
"ENSMUSG00000027523.stellate",2.59864286318455,3.86855290479404,0.815138731781252,2.98359396281227,11.3094230664452,3.89100349135269e-05,0.00314165270499164,"Gnas","ENSMUSG00000027523","stellate"
"ENSMUSG00000025804.neutrophil",-4.0249420862387,-3.80564893254901,-2.56635707323744,4.96522463372755,14.3871618025037,3.90465534039234e-05,0.00314957362635362,"Ccr1","ENSMUSG00000025804","neutrophil"
"ENSMUSG00000047003.stellate",3.11626686264351,7.50256255014943,1.45912359589638,-0.978201722305072,11.3040142703181,3.90549376087268e-05,0.00314957362635362,"Zfp41","ENSMUSG00000047003","stellate"
"ENSMUSG00000013236.stellate",2.65775200791773,4.31576567880073,1.01243822940084,3.51236750016688,11.8123100469891,3.91264583523031e-05,0.00315327831221531,"Ptprs","ENSMUSG00000013236","stellate"
"ENSMUSG00000018899.stellate",2.91636519155926,2.57098180338788,0.775721305404405,3.40130270997209,11.3005617589106,3.91477314311851e-05,0.00315327831221531,"Irf1","ENSMUSG00000018899","stellate"
"ENSMUSG00000006932.neutrophil",-4.57558518860907,-1.52651113211048,-2.8917829208655,-0.314339987507288,11.3145544747671,3.9266059796828e-05,0.00315746712295496,"Ctnnb1","ENSMUSG00000006932","neutrophil"
"ENSMUSG00000038619.stellate",2.18344997602507,3.89416724559991,0.754462706693837,2.39238294636983,11.2936168417774,3.93351031894428e-05,0.00315746712295496,"Ensa","ENSMUSG00000038619","stellate"
"ENSMUSG00000022205.neutrophil",-3.30757330834594,-2.92864938413025,-2.81599594342653,3.21861079592361,12.4027320926437,3.93731706072813e-05,0.00315746712295496,"Sub1","ENSMUSG00000022205","neutrophil"
"ENSMUSG00000040724.kupffer",2.97394458756552,2.58806222633745,2.01537021629981,5.37808081616448,12.0262109815181,3.93814330609035e-05,0.00315746712295496,"Kcna2","ENSMUSG00000040724","kupffer"
"ENSMUSG00000022679.neutrophil",-4.48974085780227,-3.87245156957488,-2.61735868968379,0.564428859157606,12.3872712204159,3.93941707877421e-05,0.00315746712295496,"Mpv17l","ENSMUSG00000022679","neutrophil"
"ENSMUSG00000015745.stellate",3.11391241278852,4.52003161564864,-0.350019711770488,-0.61981746445022,11.2905748003477,3.9417477092956e-05,0.00315746712295496,"Plekho1","ENSMUSG00000015745","stellate"
"ENSMUSG00000024431.neutrophil",-3.7389687814508,-2.48862784610153,-1.89114802287602,2.0503174949261,11.2962663807871,3.94542430972724e-05,0.00315746712295496,"Nr3c1","ENSMUSG00000024431","neutrophil"
"ENSMUSG00000026193.neutrophil",-4.69732551634122,-1.32171050112507,-2.91185166208163,1.08813213966486,11.8320858256433,3.94687633098297e-05,0.00315746712295496,"Fn1","ENSMUSG00000026193","neutrophil"
"ENSMUSG00000035992.neutrophil",-3.62333583419308,-1.99209260020803,-2.46335442041186,1.50255772189999,11.2883481354895,3.9477888251365e-05,0.00315746712295496,"Fnip1","ENSMUSG00000035992","neutrophil"
"ENSMUSG00000030096.neutrophil",-3.38260884057465,-1.76726613956441,-1.89194556884903,2.69129709725028,11.2876973759825,3.94955624769226e-05,0.00315746712295496,"Slc6a6","ENSMUSG00000030096","neutrophil"
"ENSMUSG00000050732.neutrophil",-3.67326300022168,-1.62082135860992,-1.80528026466808,3.21043939655025,11.2864970594686,3.95281844378846e-05,0.00315746712295496,"Vamp8","ENSMUSG00000050732","neutrophil"
"ENSMUSG00000035735.monocyte",4.00864003707844,5.0394599500116,1.08765468721024,-0.119653859807983,11.3017503307544,3.95344400416024e-05,0.00315746712295496,"Dagla","ENSMUSG00000035735","monocyte"
"ENSMUSG00000029397.neutrophil",-3.82440860876986,-2.79062720127096,-1.73890241014515,1.14871880908942,11.2862529114062,3.95348233556712e-05,0.00315746712295496,"Rchy1","ENSMUSG00000029397","neutrophil"
"ENSMUSG00000042265.neutrophil",-4.19050019569615,-3.10942079151057,-2.95075172059059,4.73296812113614,14.2403845646728,3.95420571479218e-05,0.00315746712295496,"Trem1","ENSMUSG00000042265","neutrophil"
"ENSMUSG00000038685.stellate",0.996366533482728,6.00166975667236,-0.12752087635713,-0.385214697716966,11.285308631006,3.95605115759052e-05,0.00315746712295496,"Rtel1","ENSMUSG00000038685","stellate"
"ENSMUSG00000052957.kupffer",4.66425626339664,1.3880728739775,2.84371692740867,-2.44626228539252,11.2847735140589,3.95750767959302e-05,0.00315746712295496,"Gas1","ENSMUSG00000052957","kupffer"
"ENSMUSG00000033335.neutrophil",-3.53197875668475,-2.44155383847861,-1.8384617434253,1.86191658903682,11.2790840356778,3.97302909358213e-05,0.00316559731370838,"Dnm2","ENSMUSG00000033335","neutrophil"
"ENSMUSG00000064343.hepatocyte",4.41376617791546,1.64137796726873,1.4113220400381,5.07006510164126,13.9362802855508,3.97608036498076e-05,0.00316559731370838,NA,"ENSMUSG00000064343","hepatocyte"
"ENSMUSG00000032518.stellate",-0.495605801435354,3.87662770366283,-0.552193883034641,6.96834412274962,11.3477549084264,3.97941018808963e-05,0.00316559731370838,"Rpsa","ENSMUSG00000032518","stellate"
"ENSMUSG00000028416.stellate",1.31332828977477,3.82763375982328,-0.0621596362750564,3.66732788856393,11.276476696447,3.9801638000041e-05,0.00316559731370838,"Bag1","ENSMUSG00000028416","stellate"
"ENSMUSG00000037563.neutrophil",-3.773231070978,-2.47119806683375,-1.76641932206792,1.7513520061997,11.2735294240868,3.98824512770783e-05,0.00316559731370838,"Rps16","ENSMUSG00000037563","neutrophil"
"ENSMUSG00000026358.neutrophil",-3.76137594763095,-1.33223727499316,-3.23538335877808,0.119445439047804,11.2874768087357,3.98838969753993e-05,0.00316559731370838,"Rgs1","ENSMUSG00000026358","neutrophil"
"ENSMUSG00000028018.stellate",1.4533764017363,5.20641574305205,-0.485257483785305,-0.335370452221858,11.2733706891506,3.98868086944432e-05,0.00316559731370838,"Gstcd","ENSMUSG00000028018","stellate"
"ENSMUSG00000006333.neutrophil",-3.88573130318845,-3.20209829384985,-2.087327724444,5.66652513797708,13.164088326186,3.98900834758668e-05,0.00316559731370838,"Rps9","ENSMUSG00000006333","neutrophil"
"ENSMUSG00000092075.neutrophil",-5.71256510088368,-11.4539102312492,-8.78623483044127,-2.93372522951069,13.9074968011795,3.99309053551907e-05,0.00316559731370838,NA,"ENSMUSG00000092075","neutrophil"
"ENSMUSG00000009741.neutrophil",-4.29907090017764,-3.71744087947471,-2.33940086733167,-0.508505805775299,11.2717146500343,3.99322987084154e-05,0.00316559731370838,"Ubp1","ENSMUSG00000009741","neutrophil"
"ENSMUSG00000064360.stellate",1.54856069426021,3.55179607956335,0.431480249011586,4.48901940120315,11.2708865333732,3.99550670994743e-05,0.00316559731370838,"ND3","ENSMUSG00000064360","stellate"
"ENSMUSG00000041629.neutrophil",-3.4066644668339,-3.13310139165055,-2.5084378614618,1.95460539820134,11.742354544773,3.99751787805631e-05,0.00316559731370838,"Fam104a","ENSMUSG00000041629","neutrophil"
"ENSMUSG00000020290.stellate",0.54347785575917,4.41035565841429,-0.177543468651403,2.48715758673365,11.2688953384262,4.00098699771735e-05,0.00316559731370838,"Xpo1","ENSMUSG00000020290","stellate"
"ENSMUSG00000034187.neutrophil",-3.83902482654717,-1.66194861515404,-2.9729192833373,0.434934682184874,11.2680131770565,4.00341749391035e-05,0.00316559731370838,"Nsf","ENSMUSG00000034187","neutrophil"
"ENSMUSG00000045045.endothelial",4.62679222164174,4.92735839753393,-0.319439139497458,-1.64097532674098,11.2672716962468,4.00546160867279e-05,0.00316559731370838,"Lrfn4","ENSMUSG00000045045","endothelial"
"ENSMUSG00000031729.neutrophil",-3.0929632877415,-3.50009087973788,-1.9852651715679,1.51600307993362,11.2671172379076,4.00588755937113e-05,0.00316559731370838,"Ist1","ENSMUSG00000031729","neutrophil"
"ENSMUSG00000023027.neutrophil",-3.52105528406085,-2.03772854408189,-2.35441118034602,1.50906568407317,11.2664672254482,4.00768063134051e-05,0.00316559731370838,"Atf1","ENSMUSG00000023027","neutrophil"
"ENSMUSG00000030861.neutrophil",-3.0938827995415,-4.21598080453649,-1.54376616406185,-0.391255926601525,11.2632684055149,4.01651709823338e-05,0.00316727542859223,"Acadsb","ENSMUSG00000030861","neutrophil"
"ENSMUSG00000018476.neutrophil",-2.74618113267248,-2.73785997373692,-2.10838363647226,4.49180094933819,11.5552620336452,4.01969843603349e-05,0.00316727542859223,"Kdm6b","ENSMUSG00000018476","neutrophil"
"ENSMUSG00000042548.neutrophil",-4.10915434212425,-4.17384914664208,-2.01336242525265,0.874531114084829,12.1932870770019,4.02062638832827e-05,0.00316727542859223,"Asxl1","ENSMUSG00000042548","neutrophil"
"ENSMUSG00000023892.neutrophil",-3.46790491133039,-2.67827037341344,-3.77590788978498,-1.60678583389836,11.261577980273,4.02119513013409e-05,0.00316727542859223,"Zfp51","ENSMUSG00000023892","neutrophil"
"ENSMUSG00000046402.hepatocyte",2.65191124296881,2.95932134306588,1.1785185885814,4.37542847092009,11.2614422479582,4.02157100319781e-05,0.00316727542859223,"Rbp1","ENSMUSG00000046402","hepatocyte"
"ENSMUSG00000000204.neutrophil",-4.1942010253382,-2.99373517904186,-2.13274420833441,3.75611935299682,13.4926518348137,4.03150755970387e-05,0.00317324439477135,"Slfn4","ENSMUSG00000000204","neutrophil"
"ENSMUSG00000039910.neutrophil",-3.385576524843,-2.08748681028328,-2.65939730314635,1.67920542232361,11.265315757576,4.04230194290714e-05,0.00317988119408258,"Cited2","ENSMUSG00000039910","neutrophil"
"ENSMUSG00000064109.neutrophil",-3.078927073231,-2.96514291816939,-1.29853074110669,2.79422392716354,11.2528335132325,4.04548711234408e-05,0.00318052794026322,"Hcst","ENSMUSG00000064109","neutrophil"
